idAmazon,title,description,manufacturer,price
b00004ochj,punch! ultimate deck and landscape,ultimate deck & landscape integrates landscaping deck design and exterior home design. estimator and deck wizards aid in creating your ideal outdoor living space. get 3-d photorealistic fly-throughs drag-and-drop textures and landscaping--all with a single interface.use the software to see how your home exterior will integrate with your deck and landscape design. add stone siding or paint color to match your current home or view changes as a remodeling part of your project. when you're ready to landscape your home design just add your plantings to your existing file. the software lets you landscape without redrawing your house plan. your results are rendered in high-resolution 3-d complete with shadows just like a photograph.design the perfect deck for your home plan with ultimate deck. multilevel or multistory decks with 3-d photorealistic textures stairs railings object placement and color capabilities give you the ability to design exactly the deck you want. deck wizards walk you through railings baluster options and more. the deck & landscape estimator compiles building material and landscape planting information in a custom spreadsheet report as you draw. the editable and exportable spreadsheet is available right from the program. just add in costs and you'll have an accurate report of your expenses.,punch! software,29
b000fzvv3u,poetry fiction and drama (win/mac) (jewel case),middle school english - fiction poetry & drama (win 2000 xp/mac 10.3.8 or later),fogware publishing,9.99
b000ffsgho,adventure workshop 4th-6th grade 7th edition,with adventure workshop 4th-6th grade 7th edition combines three top titles into one great learning suite. provide nearly limitless challenge stimulation and excitement sure to capture the imagination. let the adventure begin!,encore software,19.99
b0007yepx2,instant immersion german v2.0 (pc & mac),with instant immersion german 2.0 you'll have the next generation of language instruction tools at your fingertips for faster better learning. this 5-cd set offers a full complement of langauge exercises and games along with supplemental activities that strengthen your foundation in this new language. quizzes & tests reinforce learning while a printable dictionary helps you continue learning on the go,topics entertainment,29.99
b000ndib96,adobe illustrator cs3 upgrade [mac],note: this is the upgrade version of adobe illustrator cs3. adobe illustrator cs3 upgrade software allows you to efficiently create sophisticated vector artwork for virtually any medium. access tools quickly and easily explore color variations and share files seamlessly between illustrator and other adobe professional applications as you prepare content for print web and interactive and mobile and motion designs. efficiently create sophisticated vector artwork for virtually any medium. explore new paths with the essential vector tool produce vector artwork for all types of media using adobe illustrator cs3. discover dynamic new ways to explore apply and control color variations; work faster with new drawing tools and controls; and increase your efficiency using new document profiles and the crop area tool. take your graphics to the printed page websites video mobile devices and virtually everywhere you want to go. see for yourself how illustrator cs3 lets you explore new paths. use powerful precise creative tools quickly explore multiple design options with the powerful precise creative features in illustrator cs3. industry-standard drawing tools new color controls and a wealth of powerful effects enable greater creative productivity and the ability to easily experiment. use new live color to explore color harmonies and interactively apply color to any selection of objects. work faster by controlling path editing and point alignment in the control panel. and enhance your artwork with professional typography and transparent effects. work quickly and intuitively efficiently execute your ideas in illustrator cs3. with easier access to tools and options flexible and customizable workspaces and a wealth of timesaving features and shortcuts you can speed through design and production tasks. the enhanced control panel frees up screen space and puts more options at your fingertips while new document profiles provide a launch pad for video and other designs. whatever your final output destination you can create your artwork quickly and easily in illustrator cs3. enjoy tight integration streamline your design workflows by moving easily between illustrator cs3 and other adobe applications. leverage robust integration with adobe flash software for your web animations and preview mobile artwork in adobe device central cs3. use your vector designs as the basis of dvd menus titles and visual effects by moving them easily between illustrator and adobe motion and effects applications. and create reliable adobe pdf files with multiple pages and layers intact for high-quality printed output. audience benefit graphic designers--adobe illustrator cs3 software lets you create compelling vector graphics that remain sharp as you scale edit and output them to virtually any medium. instantly convert bitmaps to vector artwork paint intuitively explore color variations design with advanced typographic control and easily find the tools you need. rely on industry-standard drawing tools and tight integration with adobe photoshop cs3 adobe flash cs3 professional adobe indesign cs3 and other favorite applications to quickly realize your ideas. web and interactive designers--adobe illustrator cs3 software gives you the power to create compelling interactive vector graphics for rich online experiences. tight integration with adobe photoshop cs3 and adobe flash cs3 professional software enables you to easily design layouts and comps using industry-standard creative tools and then smoothly move files between applications for efficient authoring workflows to produce vector graphics that look sharp remain editable and go virtually anywhere. motion graphics and visual effects designers--adobe illustrator cs3 software delivers the tools you need to produce innovative motion graphics and visual effects. integration with adobe after effects cs3 professional adobe premiere pro cs3 and adobe encore cs3 software means you can use small efficient vector files as the foundation for your designs and a wealth of industry-standard drawing tools let you explore creative possibilities with ease. whether you create dvd menus or music videos station identities or special effects illustrator cs3 is an affordable efficient and powerful post-production tool. new in adobe illustrator cs3 live color explore apply and control color variations using live color which lets you select any artwork and interactively edit the colors to see results immediately. use the color guide panel to quickly choose tints shades or harmonious color combinations. adobe flash integration import native adobe illustrator files into flash cs3 professional or copy and paste artwork from illustrator to flash with paths anchor points gradients clipping masks and symbols intact. layers groups and object names are also preserved. drawing tools and controls draw in illustrator more quickly and fluidly than ever. easier and more flexible anchor point selection improved operating performance and a new eraser tool help you create artwork efficiently and intuitively. improved operating performance enjoy more responsive drawing and editing with improved performance in key operations including faster screen redraw object moving panning scaling and transformations. control panel discover more options faster and free up screen space by accessing anchor point controls clipping masks envelope distortions and more from the context-sensitive control panel. eraser tool quickly remove areas of artwork with the eraser tool as easily as you erase pixels in photoshop and enjoy complete control over the width shape and smoothness of the erasure. new document profiles create artwork easily by selecting prebuilt profiles for various types of media and save custom profiles that specify such setup parameters as artboard dimensions styles and color spaces. crop area tool define crop areas interactively for print or export. choose preset web ratios or video formats with safe areas and set crop marks intuitively. define multiple crop areas and easily move between them as needed. isolation mode edit objects in a group without disturbing other parts of your artwork. easily select hard-to-find objects without having to restack lock or hide layers. symbols for flash use symbols to animate repeated objects while keeping file sizes small. define and name symbol object attributes and preserve these properties when you take the artwork to flash cs3 professional for further editing. additional features live trace quickly and accurately convert photos scans or other bitmap images to editable and scalable vector paths using live trace. integration with adobe design applications speed your way through graphic designs and print production thanks to tight integration with adobe photoshop indesign and acrobat software. live paint easily paint any closed or partially closed area of your artwork with the live paint bucket which automatically detects and corrects gaps and lets you interactively select colors from a swatch palette for faster work. advanced typography easily create and control type with over 100 opentype fonts paragraph and character styles paragraph composition underline and strikethrough transparent effects and more. custom workspaces work more efficiently using custom workspaces that display only the panels you need for a specific task. save share or access any workspace at any time or use workspace presets. adobe pdf file creation tools create native adobe pdf files including multipage pdf files so clients and others can easily review your artwork using adobe acrobat or free adobe reader software. web and interactive tools easily create for the web and mobile devices using vector-based slicing tools robust integration with flash new document profiles for web and mobile designs the capability to preview mobile content in adobe device central and more. new document profiles for web and mobile devices select profiles for web or mobile devices that include prebuilt proportional crops symbols and more. save custom profiles for your projects and clients. save for web/mobile easily export using the save for web/mobile dialog box which lets you choose from html swf gif and jpeg formats along with color count compression file size mobile output and more. adobe device central cs3 create rich graphic content for mobile devices by using adobe device central cs3 to open a specific new document profile and then preview output using the save for web/mobile dialog box. integration with adobe motion and effects tools use your adobe illustrator artwork in adobe after effects projects adobe premiere pro video productions and adobe encore projects to create dvd titles animations effects and more. live color for motion and effects use live color to explore apply and control color variations for effects. quickly change colors in your artwork and automatically see the update in adobe after effects or adobe premiere pro software. new document profiles for motion and effects select prebuilt profiles that include video color profiles pixel aspect ratios transparency grids and aperture settings. save profiles with custom parameters. crop area tool for motion and effectsuse the crop area tool to define working areas on your artboard that are specific to your video aperture complete with safe-area guides.,adobe,199
b000922deu,valuesoft tune transfer for ipod - software for windows xp,you love your ipod. we all do. but have you discovered that you can't move songs from your ipod to another authorized computer? that's because itunes only allows you to transfer files to your ipod. now with tune transfer you can move songs from your ipod perform backups of your song library and boost your ipod performance. pc minimum requirements - windows 2000/xp; pentium 500 mhz; 128 mb ram; 100 mb free hd space; cd-rom drive; working usb 2.0 or firewire; connection to ipod macintosh minimum requirements - system os x (10.1.5) or higher; g3 400 mhz processor; 128 mb ram; 100 mb free hd space; cd-rom drive; working usb 2.0 or firewire and connection to ipod use of this software in conjunction with itunes version 4.9 or later requires a patch for pc or mac - download here,valuesoft,29.95
b000v05f4k,panda software antivirus & firewall 2008 - windows,now you can be sure that all the information on your pc is completely safe thanks to the reinforced protection of the new panda antivirus + firewall 2008. panda antivirus 2008 is a simple-to-use protection for your computer. just install it and it will automatically detect and eliminate all types of viruses spyware and online fraud. you'll hardly need to lift a finger so you can chat share photos and videos with friends read your favorite blogs or simply surf the web without needing to worry. with panda antivirus 2008 you can use download or share files; fully protected against all types of viruses worms and trojans. annoying and aggressive pop-up ads can cause computer slowdowns and suddenly change your system settings. the real danger is when these spyware threats steal information about your internet activity and then use it without your knowledge. panda antivirus 2008 detects and completely removes spyware and other annoying programs automatically. some programs update applications you have installed but others will try and access your pc without your knowledge. a configurable personal firewall stops intruders and hackers from controlling your pc and exploiting your connection to the internet. panda antivirus 2008 identifies fraudulent emails and prevents you from revealing your bank details account numbers or other confidential information. panda antivirus 2008 will keep you safe from these dangerous scams so you can bank and shop online with complete peace of mind. rootkits can be used to hide threats and prevent them from being detected by security solutions. these threats can then act with impunity on your system. with panda antivirus 2008 you won't have any problem as its reinforced protection system can detect threats that use this stealth technique. antirootkit - detects threats that try to hide on your pc system requirements - windows xp windows 2000 pro windows me window,panda software,0
b000bgtvbc,instant immersion translator deluxe 2.0,instant immersion translator deluxe 2.0 makes sure that your messages never lose something in the translation. this user-friendly suite of sophisticated language conversion tools are customized to meet all your translation needs. whether you need to convert e-mails text files or entire web pages you have a detailed two-way translation between english and 16 other languages.,topics entertainment,49.99
b00008mnxq,microsoft windows server 2003 client additional license for users-5 pack,designed for small organizations and departmental use windows server 2003 standard edition delivers intelligent file and printer sharing secure internet connectivity centralized desktop policy management and web solutions that connect employees partners and customers. windows server 2003 standard edition provides high levels of dependability scalability and security. it takes the best of windows 2000 server technology and makes it easier to deploy manage and use. the result is a highly productive operating system that is secure reliable highly available and scalable. new technologies such as the common language runtime strengthen security to help safeguard networks from malicious or poorly designed code. in addition improvements to internet information services (iis) 6.0 public key infrastructure (pki) and kerberos make it easier to secure windows server 2003. new and improved file and print services in windows server 2003 standard edition also make storage and backup easier while significantly reducing the demands on system administrators. also file and print services are improved with the addition of the web-based distributed authoring and versioning (webdav) remote document sharing technology. enhancements to the distributed file system (dfs) and encrypting file system (efs) allow for powerful flexible file sharing and storage as well. networking improvements and new features in the windows server 2003 family extend the versatility manageability and dependability of network infrastructures. windows server 2003 makes it easier than ever for you to stay connected to their centralized systems from anywhere and on any device. microsoft has built significant networking enhancements in windows server 2003 including internet protocol version 6 (ipv6) point-to-point protocol over ethernet (ppoe) and internet protocol security (ipsec) over network address translation (nat). and with the optimized native support of microsoft .net and xml you get a platform to develop distribute and host xml web services created with .net. note: this is 5 additional windows server 2003 user cals.,microsoft,809
b000h22pg8,the print shop pro publisher 22 deluxe [dvd],the print shop pro publisher deluxe edition 22 gives you all the tools you need to design and publish professional business materials creative projects and web pages. a wealth of photo manipulation tools at your fingertips helps you get closer to the final product. see all that you can do with pro publisher deluxe. with pro publisher deluxe you can express your creativity promote your business design your own web site and much more all from one place. your complete source for designing powerful publications for all of your home and business needs pro publisher deluxe lets you create banners letterhead business cards postcards and more. find out which version of the print shop is right for you. 22 000 templates and 400 000 images at your fingertips with 22 000 pre-designed project templates to choose from it's easy to start your next project from scratch. pro publisher deluxe features flexible design and layout tools more than 850 fonts a complete logo creator and several professional quality printing options that will help you tailor your projects to your precise needs. you can design layouts for multimedia presentations letterhead business cards greeting cards forms multi-page brochures stationery sets cd/dvd labels newsletters and much more. a multi-page booklet template helps you create exciting projects including programs menus informational pamphlets brochures and more. you can even turn your family's history into a work of art with the unique and fun-to-use family tree templates! pro publisher deluxe offers a wider variety of paper sizes with several new templates including 4x6 inches for notecards and postcard 11x17 inch pages and square 6x6 8x8 and 12x12 page sizes. when it's time to add the perfect image to your project pro publisher deluxe features a gallery for more than 400 000 premium images (including 5 000 getty images) that include photos graphics illustrations web art backgrounds and textures seasonal images and more. you'll always have the ideal template and the perfect image to complete your project. the program also includes 3 100 sentiments so you'll have the precise tools to add the perfect phrase or quote to your design. an advanced search function lets you conveniently search for a project template or image by type tone category or keyword. when you purchase pro publisher deluxe you also receive a full year of free access to the million image club where you will find even more images to complement your designs. advanced design and print tools a convenient pdf tool lets you easily convert your projects and images into pdf files for easy sharing while maintaining high resolution and color accuracy. you also have access to tools that let you create sophisticated web pages with no html coding skills required. simple drag-and-drop capabilities allow you to move images and text to where you want them. some of the advanced html features include dynamic web templates rollover effects hotspots online form creation and spell check. professional graphic tools give you the power to manipulate your images so that you can take your business communications to the next level. with pro publisher deluxe you'll master tools that let you create and edit vector art create 3-d shapes add 3-d texture effects and even draw using pastel charcoal and watercolor. and when it's time to print pro publisher deluxe offers the advantages of several professional print options such as borderless printing and printing directly on printable cds/dvds. you can print multiple labels with a variety of images or text simultaneously on one sheet -- a feature that's perfect for mass mailings or customizing a variety of labels with ease. you can even personalize your ipod skin with your favorite photo pictures of your friends a cool design or more. these are only some of the many ways that pro publisher deluxe can help you business grow and your personal projects thrive. the possibilities are endless; the only limit with pro publisher deluxe is your imagination.,encore,99.99
b000ayfpkq,police quest compilation,special limited edition with 4 products in one box! product information it doesn't get more real than this.&nbsp; police quest's four action-packedstories throw you instantly into a cop's daily life.&nbsp; investigatehomicides.&nbsp; foil drug rings.&nbsp; track down a serial killer.&nbsp; formerlapd chief daryl gates is on hand with real-world experience. the closest experience to being,vivendi games,19.99
b000gkshi6,palo alto business plan pro 2007,with palo alto business plan 2007 you get the newest most complete business planning tool available all in one package. business plan pro is more than just software that creates a business plan. business plan pro is a complete business planning package that will help you improve and grow your business for years to come. view the business plan pro 2007 demo. create forecasts visually with a drag and drop graphic forecaster. the graphic forecaster is a simple and powerful tool to streamline the forecasting process. view larger. create a powerpoint presentation quickly and easily. export charts financials and text directly to powerpoint. view larger. you can't get stuck with the automatic row-by-row help system. it provides advice information and answers for every step of every spreadsheet. view larger. search for venture capital firms by location type of funding company stage and funding requirements. view larger. the business plan from start to finish business plan pro is based on a business plan format recognized by leading banks lenders investors and the small business administration (sba). business plan pro walks you through the entire planning process and generates a complete professional and ready-to-distribute plan with a proven formula for success. with the program's proprietary easyplan wizard writing a business plan is easier than ever making it a snap to get started. but creating a business plan is not just for startups. you can take your business to the next level with easy-to-use powerful plan vs. actual financial tools. you can also track your results and manage your business better by comparing your actual numbers to the figures you projected in your plan. these tools help you better manage your profits expenses and cash flow. business plan pro 2007 features an easyplan wizard asks you simple questions then determines the next steps based on your unique answers. not only does business plan pro walk you through the entire planning process with instructions throughout but you also have access to detailed examples from over 500 sample business plans from hundreds of different industries. whether you are planning a new business or simply revising your business strategy the step-by-step guides and resources will make the planning process simple and easy. every page you create is automatically organized and collated to produce a bulletproof business plan in the preferred format of banks investors and the sba that gets results. you can customize your plan by easily importing your own graphics logos photos and even fonts and layouts. once you're done it's easy to distribute your plan by exporting to microsoft word excel or powerpoint or adobe pdf. you can even upload your completed business plan to a secure password-protected web site. 500 sample business plans and 9 000 industry profiles you never have to worry about writer's block with business plan pro. with an extensive library of over 500 sample plans you can select the plan that mirrors your general business concept and use it as a guide to help you write your own. these plans can be viewed from our sample plan browser as an example while you write your plan or can be edited directly using business plan pro. you can also sort the plans by industry type view a summary paragraph of the plan and skim the plan in a printable format. in addition the program includes market research on virtually every industry so you can match your numbers to industry averages for an accurate business plan. this comprehensive collection of data is based on your standard industrial classification code (sic code) and the information is integrated automatically into your plan. need to know what others in your industry are spending? what you should spend on marketing? what is your initial cost per unit? it's all just a click away. forecast growth and get funding once the start-up wizard helps you create a foundation for your cash-flow projections business plan pro can then guide you through completing an accurate cash flow and balance sheet. this lets you make realistic projections and helps you understand when you will break even and when you will start making money. everybody knows you can't get money without a plan. business plan pro has everything you need to create a custom business plan so you can get the money needed to execute on your idea. business plan pro includes a valuable venture capital database friends and family financing guide and many sba resources. with a completely redesigned home page and an embedded business glossary that provides detailed definitions of business terms in just one-click business plan pro couldn't be easier to use. business plan pro even checks for more common errors than ever and suggests solutions. included as bonus materials with the software are two popular books -- the art of the start by best-selling author guy kawasaki and hurdle: the book on business planning by planning expert tim berry.,palo alto software,99.95
b000fvqo0o,punch! professional home design platinum v10,punch! professional home design suite platinum is a special two-for-one package loaded with incredible capabilities. this updated home and landscape design software allows you the flexibility to integrate punch! powertools and much much more! version 10 gives you the power change your room colors with just one click! use accessories to easily add art and window treatments. also includes dormer & skylight tools supports fractions and now imports 3ds files. room wizard helps you get started fast -- just input your room dimensions and the rooms are created for you. keep your designs up-to-date with brand name content and punch! updater. your deck and landscaping designs come to life with photo-realistic 3d - complete with shadows - giving you a stunning true-to-life representation of your home design,punch! software,99
b000nknb62,pc cillin internet sec 2007 lics large box 3u,pc-cillin internet security 2007 combines award-winning antivirus security and a personal firewall for comprehensive protection against viruses worms trojans and hackers. it also detects and removes spyware and blocks spam. it even guards against identity theft by blocking phishing and pharming attacks. plus pc-cillin protects your wireless network with wi-fi intrusion detection an innovative security feature that alerts you when an intruder uses your wi-fi connection. special license for installation on up to 3 machines. advanced spam-filtering blocks spam from flooding your inbox with user-friendly tools and reports new integration with microsoft outlook makes it easy to set preferences enhanced personal firewall prevents intrusion from hackers and blocks network viruses,trend micro,49.95
b0007g9760,lavasoft ad-aware plus edition,with its award-winning technology ad-aware plus edition puts you in complete control. it offers you the highest level of protection from both known and unknown threats such as data-mining aggressive advertising parasites scumware selected traditional trolans dialers malware browser hijackers and tracking components. ad-aware plusedition offers you all the power of the personal edition but has been enhanced with additional powerful features to protect your privacy. ad-watch s real-time monitor goes beyond what other security suites offer by adding another layer of protection to your system. ad-aware plus with ad-watch allows you not only to detect privacy threats to your computer; you can also block them from integrating into your system in the first place! system requirements: windows 95/98/me/nt/2000/xp/2003 and ms terminal services,tri synergy,29.99
b00030cbu4,ae painter v9 win/mac box,corel painter 9 ( now in dvd case) unleashes your creative power increases your productivity and enhances your compatiblity with adobe photoshop. blend paint colors using the mixer design custom brushes with the brush creator and work more productively with a redesigned interface and customizable palettes. corel painter 9 - the ultimate digital sketching and painting tool! win/mac compatible education edition model- crlcd10188wmae vendor- corel corporation features- coreldraw painter ix- academic version the worlds most powerful natural media painting and illustration software. welcome to corel painter ix. for more than 13 years painter has been the worlds pre-eminent natural-media painting and illustration software. corel painter ix offers the same breathtaking brushes and features that painter artists have grown to love--but with significantly enhanced speed and performance. all brushes now operate at an average of twice their former speed and some brushes are 10 times faster. corel painter ix also unveils the brand-new artists oils painting system a revolutionary natural-media painting technology that enables you to sample multiple colors from the mixer palette and apply them as wet oily paint to your canvas. corel painter ix is much more than a software application--it is a creative journey a treat for the artistic senses and for many creative professionals a life-changing experience. the corel painter ix web site was designed to inspire you and to help you discover the magic of corel painter ix. the corel painter ix cd includes the following: corel painter ix both mac and windows versions; libraries,corel corp,166.19
b0007yll20,epson storyteller photo book creator - 8 x 10 (20 pages),life is more than a snapshot it's a story. and now you can share yours in a beautiful glossy photo book. storyteller photo book creator from epson is an all-inclusive kit with everything you need to turn your digital photos into a beautiful hard-bound glossy photo book for friends and family to enjoy. and it can be printed and assembled right at home. you get a durable pre-bound 8x10 20-page book along with glossy photo pages a glossy book cover plus easy-to use software that lets you select enhance and place up to 400 photos. whether it's a family reunion a graduation an exciting trip or everyday moments storyteller makes the perfect book for friends and family. includes two custom-size sheets of scored glossy photo paper (use one for practice and the other for your final cover) custom-fit transparent sleeve protects your finished book easy at-home assembly works with most ink jet printers epson printers and higher-end printers from hp lexmark and dell will print the entire 28.73 cover. most other printers including printers from canon cannot print on paper that is 28.73 long. see your printer's specifications for details. if your printer does not support the cover-sized paper you can use the two extra glossy photo paper sheets and adhesive strips (included in each package) to create separate front and back covers. minimum system requirements - ibm compatible pc windows 98 / me / 2000 / xp 2.3gb of available hd space 16-bit color monitor (800 x 600 pixels or higher),epson,29.99
b000gkpds8,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,introduce your child to an exciting on-screen learning environment brimming with award-winning adventures that will build essential skills while having fun. discover a learning adventure that's greater than fiction in the oregon trail®. help the shipwrecked sleuths solve a mystery and escape before the volcano blows in cluefinders® adventures - secret of the living volcano expand your knowledge of u.s. geography tracking villains through all 50 states and learn regional history culture and music in where in the usa is carmen sandiego® journey back to the american revolution and gather facts about historical events like the boston tea party and the declaration of independence in liberty's kids& 153; children learn best amid familiar scenes and settings and that's exactly what you'll find in adventure workshop& 153;. a brilliant addition to your educational software library.,encore software,19.99
b000k6b2l0,steinberg halion symphonic orchestra virtual instrument (academic version),halion symphonic orchestra puts the awesome emotive power and sheer sonic majesty of a full symphonic orchestra under your total control. evocative scores exquisite arrangements emotive accompaniments: hso is the ideal cost effective symphonic instrument for composition production and pre-production in music tv and film scoring and game sound. &nbsp; the luxuriously extensive content provided on three double layer dvds spans over 1200 instruments recorded in the very highest fidelity using top-of-the-range equipment. capturing every nuance and detail of a full palette and dynamic range of strings brass woodwind and percussion instruments the massive 27gb library includes an almost inexhaustible range of articulations and expressive playing techniques. and because the vast hso library is uniquely versatile halion symphonic orchestra sounds just as great in an rnb production as in a baroque chamber piece. feature highlights: complete symphonic orchestra with breathtakingly authentic strings brass woodwind and percussion 1250 instrument patches and combis in 27gb of samples extraordinarily expressive with full dynamic range covering all common articulations of each instrument richly detailed and perfectly balanced sound with adjustable real recorded ambience extremely versatile for all styles from baroque to rnb and everything in between outstanding playability and instant access to all the most important parameters efficient use of...,steinberg,374.99
b000ov404w,mike garson jazzical suite,contains the following songs: 1. jazzical suite 2. longings 3. it could happen to you 4. admiration 5. yesterdays 6. remember love 7. lennie 8. blues for suze 9. my funny valentine 10. all the things you are 11. reflections 12. gershwin medley: rhapsody in blue s'wonderful our love is here to stay they can't take that away from me summertime my man's gone now i loves you porgy fascinating rhythm i got rhythm someone to watch over me,yamaha,34.95
b000k7vinq,intervideo windvd 8 platinum,windvd 8 platinum gives you the best in digital entertainment experiences. watch dvds or video files on your big-screen hdtv with immersive surround sound in all popular formats. enjoy virtual surround sound from just two speakers or headphones. customize playback with rich audio and video effects. for example speed up playback to match your flight time with timestretch - so you don't miss the ending! match the color of the player with your desktop theme. instantly pause and hide your movie with the boss key!,corel,69.99
b000hc0m36,quickbooks credit card processing kit 3.0,quickbooks credit card processing kit is the low-cost easy way to accept all major credit cards using your computer. it's a low-cost solution without long-term contracts or commitments. start accepting credit cards easily and inexpensively. there are no set-up fees no monthly minimum payments no terminals to lease or purchase and no long-term contracts. accept payments any time anywhere: process transactions from a pc with an internet connection or call for a voice authorization. accept all major credit cards: the quickbooks credit card processing kit is compatible with visa mastercard american express discover diners club/carte blanche and jcb. create customized estimates and invoices: easily enter payment data into the payments screen or sales receipts screens. bill your customers regularly and track payments: each month you'll receive a statement with your account activity. funds are usually released within two to three business days. 27/7/365 live support and intuit's satisfaction guarantee: call any to speak with a live support agent who can walk you through the process step-by-step. if you're not satisfied return the product within 60 days with a dated receipt for a full refund of the purchase price.,intuit,39.95
b00006gxbz,i love the usa,uncover geo-facts and discover the people places and pastimes of all 50 u.s. states. track down clues from coast to coast to solve a social studies mystery. relive the rich history of the east coast. whoop it up in the midwest. explore the vast mountain ranges of the west coast. experience all this and much more with the award-winning social studies software program i love the usa. designed for ages 6 to 9 kids learn about the states as well as their capitals culture and history. raise the flag quizzes let kids test their knowledge as they go. the perfect children's title for travel in the u.s. kids identify states by shape visit landmarks view travel videos and track the weather throughout the u.s. animated map screens puzzles games and more than 500 pop-up geo-facts keep kids thinking. they can even win 30 stickers and earn special medals and certificates. plus kids can make their own state maps using the map feature which also lets them print their map as a post card or e-mail it to a friend.,global software publishing,9.99
b000ozhfsq,tlc dr. seuss reading learning system 2008,tlc dr. seuss reading learning system builds important early reading skills such as word recognition vocabulary and reading comprehension through proven unique and interactive learning techniques. your child will be engrossed in building their reading skills in the wonderfully witty world of dr. seuss! learn letters & sounds listen to the story read on your own learning fundamental reading skills is fun when it's part of a complete learning system! follow along as the story is read or click on objects and play games in this delightful adaptation of dr. seuss classic books green eggs & ham and cat in a hat. hidden surprises on each page will engage and teach your child the following skills: rhyming matching colors increased vocabulary word recognition reading comprehension computer familiarity spatial relationships causal relationships the cat in the hat along with the cat in the hat come thing one and thing two and they're all here together to have fun with you. build essential reading skills with games and activities on every page. green eggs & ham 19 interactive pages of dr. seuss's green eggs and ham are filled with clickable animated surprises and reading activities. build a solid reading foundation while having fun! track your child's progress using a progress chart set goals for your child as they learn and play in the magical world of dr. seuss. reward the progress with colorful star stickers. also includes helpful tips for parents on how to create a positive learning experience. plus a bonus dr. seuss daisy-head mayzie dvd to further enhance the child's learning with exciting educational video content. mayzie learns that love is more important than fame and fortune. this is an endearing morality tale for our time and children of all ages.,encore,19.99
