idGoogleBase,name,description,manufacturer,price
http://www.google.com/base/feeds/snippets/16873990150005697074,migo software digital vault 2005,digital vault 2005 will encrypt your files and folders using 256 bit encryption. digital vault 2005 makes it virtually impossible for hackers internet thieves and associates from getting to your personal information. you can encrypt files and ...,,24.58
http://www.google.com/base/feeds/snippets/4142751275091158911,aspyr star wars empire at war,star wars: empire at war lets players rewrite history while they experience the aftermath of revenge of the sith. set a few years before the events of a new hope the game chronicles the start of the rebel alliance & darth vader's rise to power. ...,,47.99
http://www.google.com/base/feeds/snippets/18347005743602331538,microspot macdraft professional edition,system requirements operating system: macintosh os x 10.3.9 or higher processor: power mac g3 500mhz or higher memory (ram): 128 mb free hard disk space: 100 mb minimum screen resolution: 1024 x 768,,249.99
http://www.google.com/base/feeds/snippets/14356986779854403622,treasure mathstorm,help! treasure mountain is under the master of mischief's icy spell!,,9.9
http://www.google.com/base/feeds/snippets/9484979283744840884,adobe cs3 web premium upsell,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 7gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom ...,,1434.99
http://www.google.com/base/feeds/snippets/18434385825570199468,microsoft windows services for netware - ( v. 5.0 ) - complete package,microsoft windows services for netware - ( v. 5.0 ) - complete package - 1 server - cd - win - english,,138.17
http://www.google.com/base/feeds/snippets/15661314377252665074,instant immersion translator deluxe 2.0,is your message losing something in the translation? now you can communicate globally with instant immersion translator deluxe v2.0 the user-friendly suite of sophisticated language conversion tools custom-designed to meet all your translation ...,,22.9
http://www.google.com/base/feeds/snippets/18260252787140686571,simply put software llc gs905-s - gotta sing (win 95 98 me nt 2000 xp/mac 10.0 or higher),simply put software llc gs905-s : interactive professional voice lessons guaranteed to improve your singing voice. beginner to professional level instruction. system requirements: dvd or dvd rom / pc or macintosh,,34.97
http://www.google.com/base/feeds/snippets/18422327928504968692,sony online entertainment inc 41032 everquest: titanium win 2000 xp,everquest: titanium (win 2000 xp),sony online entertainment inc,23.09
http://www.google.com/base/feeds/snippets/5505866551596188643,destineer rise of nations gold edition,system requirements: any macintosh with 600mhz or faster processor mac os x v10.2.8 or higher 256mb ram (512 recommended for online play) 32mb video card monitor with support for 1024 x 768 or higher resolution cd-rom drive 1gb free hard drive space ...,,45.99
http://www.google.com/base/feeds/snippets/5032391174084349054,media made easy volume 3,this is the best collection of media based products on the market. create edit record remix restore capture burn present. media made easy does it all. powerful and easy to use media made easy contains 8 full programs from some of the biggest ...,,24.9
http://www.google.com/base/feeds/snippets/3274305083856247424,encore software 11182 - monopoly here & now - win 98 me 2000 xp,encore software 11182 : this special anniversary edition celebrates 70 years of the world s most popular board game with a modern day equivalent to the traditional game. system requirements: operating system: windows(r) 98/me/xp processor: pentium(r ...,,18.97
http://www.google.com/base/feeds/snippets/13389337162643628213,encore software 10636 - 3d home architect landscape v.8by,encore software 10636 : from decks to daisies swimming pools to sunflowers a world of landscaping possibilities is as close as your desktop. more than just a layout program 3d home architect landscape design version 8 delivers photo realistic 3d ...,,25.97
http://www.google.com/base/feeds/snippets/4395553239306869895,encore software 12491 - encore kissing canines - screen saver,encore software 12491 : finally a screen saver for the dog lover in all of us. kissing canines brings the entertainment and joy of dogs to your computer while bringing a smile to your face again and again. /pp in this video screen saver real dogs ...,,17.97
http://www.google.com/base/feeds/snippets/11687167580478628748,microsoft word 2004,system requirements: g3 mac os x compatible. mac os x version 10.2 or later. 128 mb of ram. 196 mb of available hard disk space for a default installation; the hard-disk space requirement varies according to the components you choose to install and ...,,209.99
http://www.google.com/base/feeds/snippets/4036053921422681767,webroot software 54210 desktop firewall,protecting your computer from unauthorized access has never been easier two-way firewall protection keeps your data in and intruders out desktop firewall secures your computer from internet threats. a computer without a firewall is easy prey for ...,webroot software,26.99
http://www.google.com/base/feeds/snippets/15933205235519328818,punch software punch! super home suite,the premium home design software solution that lets you view your ideas in ways no other software can.7 powerful programs in one plus ultimate deck that launch from the same easy-to-use interface including our patented realmodel software that lets ...,,49.95
http://www.google.com/base/feeds/snippets/5515688203820371988,encore software 10118 - adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software 10118 : encore software adventure workshop 4th-6th grade 7th ed sb cs by riverdeep - 10118,,17.97
http://www.google.com/base/feeds/snippets/18309926777977827139,encore inc family tree maker 2008 platinum,,,85.07
http://www.google.com/base/feeds/snippets/17733079574233143461,nova development corp photo explosion 3.0,turn ordinary photographs into memories you?re sure to cherish with the next generation in consumer photo editing software. photo explosion delivers powerful photo editing features spectacular special effects and professional-quality photo ...,,28.3
http://www.google.com/base/feeds/snippets/17252201200051627446,abacus national parks enhanced scenery,flight simulator can take you to any of them: whether it's the green hillsides of the appalachians the rugged slopes of the rocky mountains or the deep and winding canyons of the colorado river. and with the national parks enhanced scenery we ...,,17.55
http://www.google.com/base/feeds/snippets/17374298119474236406,nuance communications inc. ibm viavoice advanced v.10,designed as a powerful productivity tool viavoice for windows advanced edition release 10 provides enhanced ease-of-use features for dictation and voice command of pc applications. a new speech engine can provide exceptional accuracy. customizable ...,,57.54
http://www.google.com/base/feeds/snippets/18431066094306345892,epson s041886 epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win,epson - epson storyteller photo book creator - w/ 8in x 10in book with 20 pages - complete package - 1 user - std - win storyteller 8 x 10 20 pages overview today's families have shelves and walls full of framed prints shoe boxes overflowing with ...,,23.61
http://www.google.com/base/feeds/snippets/10563522754094993865,evergirl: pc cd-rom video game,based on the tween lifestyle brand launched in 2004 this action/adventure game will contain loads of adventures tailored specifically to the player's personality type. the evergirl brand features a clothing and accessories line with a companion web ...,,14.99
http://www.google.com/base/feeds/snippets/18380054536947094037,microsoft r18-00908 windows server 2003 client access license 20-pack (per user),20 user cals -- authorize more users to access your windows server 2003! now you have the choice of licensing users or devices. this client pack is licensed per user. client access licensingmicrosoft offers flexible cost-effective options for ...,microsoft,688.99
http://www.google.com/base/feeds/snippets/15911936238938935149,miraizon cinematize 2,system requirements: a power macintosh g3 or later computer mac os x 10.2 or higher quicktime 6.0 or later approximately 2.5 mb of hard disk space (additional space is needed for extracted files) 128 mb or more of ram 256 mb or more of ram ...,,65.99
http://www.google.com/base/feeds/snippets/18053348848713858697,allume internet cleanup 4.0,requires mac os x 10.4 or later...,,29.99
http://www.google.com/base/feeds/snippets/392494394952738157,the printshop pro publisher v22 deluxe dvd-rom,overview create professional projects with all the tools you need in one complete package! this powerful version of the print shop deluxe is loaded with all of your favorite features and even more valuable tools and programs than ever before. ...,,69.9
http://www.google.com/base/feeds/snippets/13523201367240249515,webroot software 65210 spy sweeper 3 pc,spy sweeper 4.5 with the most advanced blocking detection and removal capabilities on the market. today's spyware is far more harmful than ever before placing personal information privacy and perhaps even your identity at risk.dedicated to ...,webroot software,31.99
http://www.google.com/base/feeds/snippets/18377490087458020504,microsoft b21-00806 ae mappoint 2006 cd,ae mappoint 2006 cd,,50.39
http://www.google.com/base/feeds/snippets/16778737466501327415,emedia music corp my guitar,,,24.81
http://www.google.com/base/feeds/snippets/17602054056835540213,dreamcatcher interactive sentinel: descendants in time,the tastan civilization succumbed to extinction many years ago; their only legacy being the mysterious tastan caverns. some believe the caverns hold an invaluable treasure while others say great wealth is attained through the knowledge and ...,,17.55
